ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
90,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,ami,Acmaea mitra,Whitecap limpet,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,31,0,1,17,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,sac,Scyra acutifrons,Sharpnose crab,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,6,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,13,0,,,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,def,Debris - Fishing,Any fishing debris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,2,sca,Sebastes caurinus,Copper rockfish,4,0,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,das,Diodora aspera,Rough keyhole limpet,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,dsa,Diaulula sandiegensis,Ringed doris,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,phem,Pagurus hemphilli,Maroon hermit,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,arh,Ascelichthys rhodorus,Rosylip sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,aca,Apostichopus californicus,California sea cucumber,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,dim,Dermasterias imbricata,Leather star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,cadlina,Cadlina spp.,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,dsc,Discorsopagurus schmitti,Tubeworm hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,tfe,Tritonia festiva,Diamondback tritonia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,henricia,Henricia spp.,Unidentified blood star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,dmo,Doris montereyensis,Monterey sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,0,cnu,Chirolophis nugator,Mosshead warbonnet,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,0,noc,Nautichthys oculofasciatus,Sailfin sculpin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,0,sme,Sebastes melanops,Black rockfish,24,0,,,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Em Lim,Isabelle Côté,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,0,ebi,Enophrys bison,Buffalo sculpin,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,31,0,2,14,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,125,0,8,61,44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,aca,Apostichopus californicus,California sea cucumber,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,ami,Acmaea mitra,Whitecap limpet,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,pmi,Patiria miniata,Bat star,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,phem,Pagurus hemphilli,Maroon hermit,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,lcoc,Limacia cockerelli,Cockerell's dorid,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,12,0,,,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,dim,Dermasterias imbricata,Leather star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,0,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,sac,Scyra acutifrons,Sharpnose crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,das,Diodora aspera,Rough keyhole limpet,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,pgi,Pomaulax gibberosus,Red turban shell,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,hka,Haliotis kamtschatkana,Pinto abalone,15,0,2,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,dsa,Diaulula sandiegensis,Ringed doris,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,henricia,Henricia spp.,Unidentified blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Em Lim,Isabelle Côté,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,2,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,pgi,Pomaulax gibberosus,Red turban shell,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,8,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,ctr,Coryphella trophina,Predaceous aeolis,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,ptr,Polycera tricolor,Tricolour nudibranch,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,sac,Scyra acutifrons,Sharpnose crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,0,1,sfl,Sebastes flavidus,Yellowtail rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,cadlina,Cadlina spp.,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,phem,Pagurus hemphilli,Maroon hermit,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,henricia,Henricia spp.,Unidentified blood star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,aca,Apostichopus californicus,California sea cucumber,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,phe,Pycnopodia helianthoides,Sunflower star,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,0,1,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,rwo,Rhinolithodes wosnessenskii,Rhinoceros crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,eci,Echidnocerus cibarius,Puget sound king crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,mae,Mediaster aequalis,Vermillion sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Em Lim,Tom Bird,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,SW,10:06,TJB,8,0,0,hka,Haliotis kamtschatkana,Pinto abalone,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,3,0,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,1,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,1,1,sme,Sebastes melanops,Black rockfish,5,0,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,1,1,sne,Sebastes nebulosus,China rockfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,50,0,12,25,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,7,0,,,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,jzo,Jordania zonope,Longfin sculpin,7,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,henricia,Henricia spp.,Unidentified blood star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,sac,Scyra acutifrons,Sharpnose crab,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Em Lim,Tom Bird,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,4,NE,13:03,TJB,10.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
